	sentence	named_entity	rank
3137	 “Various ill-thought-out government interventions over the past 30 years or so have often pushed sport to the periphery of our education system.	"[{""text"": ""the past 30 years or so"", ""type"": ""DATE"", ""start"": 56, ""end"": 79, ""cms"": null}]"	155
3138	" ""Having seen what had already been achieved I decided to give up the relative security of employment in the state education sector and set up a non-for-profit organisation aimed at delivering exactly what school sport partnerships had done.”  The issues for Padgett are clear: while investment in new schools is welcomed, it does seem to be causing some unforeseen problems around sport."	"[{""text"": ""Padgett"", ""type"": ""ORG"", ""start"": 259, ""end"": 266, ""cms"": null}]"	155
3139	 	[]	155
3140	The need to make money from new sports facilities is at the expense of sports for children outside school hours, he has noticed.	"[{""text"": ""school hours"", ""type"": ""TIME"", ""start"": 99, ""end"": 111, ""cms"": null}]"	155
3141	Schools would often allow sports providers to offer sports activities using their facilities for free.	[]	155
3142	 They are now charging to rent pitches and equipment, which limits participation to children who can afford to pay.	[]	155
3143	 Moreover, staggered starts and finishes at some of the new schools are creating issues around post-school hours sports activities: arranging inter-school tournaments is increasingly difficult.	"[{""text"": ""post-school hours"", ""type"": ""TIME"", ""start"": 95, ""end"": 112, ""cms"": null}]"	155
3144	 Sporting facilities such as tennis courts that were once open for general use are now locked up and have to be rented.	[]	155
3145	This means availability is much more limited and community use is reduced.	[]	155
3146	 Padgett believes that “a society-wide change” is needed.	"[{""text"": ""Padgett"", ""type"": ""PERSON"", ""start"": 1, ""end"": 8, ""cms"": null}]"	155
3147	By charging local communities and businesses for sporting events, Team Activ will raise £250,000 for local schools by 2017.	"[{""text"": ""Team Activ"", ""type"": ""ORG"", ""start"": 66, ""end"": 76, ""cms"": null}, {""text"": ""250,000"", ""type"": ""MONEY"", ""start"": 89, ""end"": 96, ""cms"": null}, {""text"": ""2017"", ""type"": ""DATE"", ""start"": 118, ""end"": 122, ""cms"": null}]"	155
3148	 Similar issues have recently been raised by Alan Watkinson, a former PE teacher (and winner of the Sports Teacher of the Year award) who helped develop Olympic champion Mo Farah’s interest in running.	"[{""text"": ""Alan Watkinson"", ""type"": ""PERSON"", ""start"": 45, ""end"": 59, ""cms"": null}, {""text"": ""the Sports Teacher of the Year"", ""type"": ""WORK_OF_ART"", ""start"": 96, ""end"": 126, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 153, ""end"": 160, ""cms"": null}, {""text"": ""Mo Farah"", ""type"": ""PERSON"", ""start"": 170, ""end"": 178, ""cms"": null}]"	155
3149	 Watkinson runs a School Sports Partnership based at Isleworth and Syon School in west London.	"[{""text"": ""Watkinson"", ""type"": ""ORG"", ""start"": 1, ""end"": 10, ""cms"": null}, {""text"": ""a School Sports Partnership"", ""type"": ""ORG"", ""start"": 16, ""end"": 43, ""cms"": null}, {""text"": ""Isleworth and Syon School"", ""type"": ""ORG"", ""start"": 53, ""end"": 78, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 87, ""end"": 93, ""cms"": null}]"	155
3150	 Watkinson says he is “very angry” about Education Secretary Michael Gove’s “offensive” summary dismissal of the outstanding work of the network of School Sport Partnerships.	"[{""text"": ""Watkinson"", ""type"": ""PERSON"", ""start"": 1, ""end"": 10, ""cms"": null}, {""text"": ""Education"", ""type"": ""ORG"", ""start"": 41, ""end"": 50, ""cms"": null}, {""text"": ""Michael Gove"", ""type"": ""PERSON"", ""start"": 61, ""end"": 73, ""cms"": null}, {""text"": ""School Sport Partnerships"", ""type"": ""ORG"", ""start"": 148, ""end"": 173, ""cms"": null}]"	155
3151	 	[]	155
3152	Watkinson outlined his thoughts recently at a school sports conference organised by the Youth Sport Trust.	"[{""text"": ""Watkinson"", ""type"": ""PERSON"", ""start"": 0, ""end"": 9, ""cms"": null}, {""text"": ""the Youth Sport Trust"", ""type"": ""ORG"", ""start"": 84, ""end"": 105, ""cms"": null}]"	155
3153	The former PE teacher has since moved on, but the Games’ promise of being able to inspire a generation remains at the forefront of many educational minds.	"[{""text"": ""Games"", ""type"": ""EVENT"", ""start"": 50, ""end"": 55, ""cms"": null}]"	155
3154	 There are proposals – a cross-party, cross-department plan is needed – but Watkinson’s first concern is this: “The number one priority should be movers and shakers round a table with Lord Coe in charge – now, where have we seen that before?”	"[{""text"": ""Watkinson"", ""type"": ""PERSON"", ""start"": 76, ""end"": 85, ""cms"": null}, {""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 88, ""end"": 93, ""cms"": null}, {""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 123, ""end"": 126, ""cms"": null}, {""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 189, ""end"": 192, ""cms"": null}]"	155
3155	 	[]	155
3156	As for funding, he urges ring-fenced levels.	[]	155
3157	“We need immediate ring fencing and retention of the current level of funding to keep the life support switched on.	[]	155
3158	 “The further diminishing of our already beleaguered system would be catastrophic.	[]	155
3159	This is still an 80 per cent cut on what went before and greater resource will be needed.”	"[{""text"": ""80 per cent"", ""type"": ""PERCENT"", ""start"": 17, ""end"": 28, ""cms"": null}]"	155
3160	 Watkinson also espouses high-quality primary school physical education, believing it should be the “top priority”.	"[{""text"": ""Watkinson"", ""type"": ""PERSON"", ""start"": 1, ""end"": 10, ""cms"": null}]"	155
3161	 It has long been an issue which School Sport Matters has recognised and identified.	"[{""text"": ""School Sport Matters"", ""type"": ""ORG"", ""start"": 33, ""end"": 53, ""cms"": null}]"	155
3162	The bottom line is that there is still no solution for the delivery of PE and sport in primary school.	[]	155
3163	“We need to accept that despite pockets of outstanding practice, the problems are so deep rooted that there is no quick fix,” reckons Watkinson.	"[{""text"": ""Watkinson"", ""type"": ""PERSON"", ""start"": 134, ""end"": 143, ""cms"": null}]"	155
3164	 “The suggestion is that rigorous Ofsted criteria take the physical development of young people and  all the well-researched, unarguable benefits more seriously.”  Unless those at the coal face are listened to, the legacy from London 2012 could end up fading fast.	"[{""text"": ""Ofsted"", ""type"": ""ORG"", ""start"": 34, ""end"": 40, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 227, ""end"": 233, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 234, ""end"": 238, ""cms"": null}]"	155
3165	 Aviva and The Daily Telegraph, recognising tomorrow’s champions today.	"[{""text"": ""Aviva"", ""type"": ""ORG"", ""start"": 1, ""end"": 6, ""cms"": null}, {""text"": ""The Daily Telegraph"", ""type"": ""ORG"", ""start"": 11, ""end"": 30, ""cms"": null}, {""text"": ""tomorrow"", ""type"": ""DATE"", ""start"": 44, ""end"": 52, ""cms"": null}, {""text"": ""today"", ""type"": ""DATE"", ""start"": 65, ""end"": 70, ""cms"": null}]"	155
3166	Email your letters on school sport to gareth.davies@telegraph.co.uk	[]	155
3167	The head of the London 2012 organising committee called for a shake-up to avoid allowing the spike in enthusiasm created by the Games “to crumble under our feet”.	"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 16, ""end"": 27, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 128, ""end"": 133, ""cms"": null}]"	60
3168	 He said the need to increase the quality of PE teaching should be addressed just as maths and science had previously been targeted for improvements.	[]	60
3169	 Lord Coe, the new chair of the British Olympic Association, suggested that money should be made available to encourage the practice of teachers running competitive sports for pupils outside school hours.	"[{""text"": ""Lord Coe"", ""type"": ""PERSON"", ""start"": 1, ""end"": 9, ""cms"": null}, {""text"": ""the British Olympic Association"", ""type"": ""ORG"", ""start"": 28, ""end"": 59, ""cms"": null}, {""text"": ""hours"", ""type"": ""TIME"", ""start"": 198, ""end"": 203, ""cms"": null}]"	60
3170	 He said: “I think we need to recognise within the funding mechanism the role that PE teachers are going to play if you want them to be involved in competitive sport that is inevitably going to take place outside the timetable.	[]	60
3171	 “There are young schoolteachers with family commitments, and all the other pressures there are now in a very prescriptive curriculum.	[]	60
3172	We are going to need to create space outside the curriculum for sport.”	[]	60
3173	 Lord Coe made the remarks while addressing the London Assembly.	"[{""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 6, ""end"": 9, ""cms"": null}, {""text"": ""the London Assembly"", ""type"": ""ORG"", ""start"": 44, ""end"": 63, ""cms"": null}]"	60
3174	 He added: “We are also probably going to have to recognise the work of physical education teachers in exactly the same way that we did in many of your boroughs when we needed to increase probably the quality of maths and science teachers.”  Under previous schemes, graduates have been awarded with thousands in annual payments for training as teachers in subjects seen as vital to the economy.	"[{""text"": ""thousands"", ""type"": ""CARDINAL"", ""start"": 299, ""end"": 308, ""cms"": null}, {""text"": ""annual"", ""type"": ""DATE"", ""start"": 312, ""end"": 318, ""cms"": null}]"	60
3175	 Lord Coe, a double 1,500m Olympic champion, reflected on his own sporting education within the state system to illustrate his point, and that it was a geography teacher who urged him to take up athletics seriously.	"[{""text"": ""Lord Coe"", ""type"": ""PERSON"", ""start"": 1, ""end"": 9, ""cms"": null}, {""text"": ""1,500m"", ""type"": ""CARDINAL"", ""start"": 20, ""end"": 26, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 27, ""end"": 34, ""cms"": null}]"	60
3176	 	[]	60
3177	He said: “All my competitive sport took place outside the curriculum and the normal school day.	[]	60
3178	They were not always physical education teachers that were inspiring kids like me to play sport.”	[]	60
3179	 Lord Coe said improving conditions for school sport faced challenges such as the sell-off of playing fields and an “anti-competitive ethos” dating back to the teacher training colleges of the 1960s.  He said figures showing that 70% of parents said their children were much more positive about sport than they were before the Games must be built upon.	"[{""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 6, ""end"": 9, ""cms"": null}, {""text"": ""the 1960s"", ""type"": ""DATE"", ""start"": 189, ""end"": 198, ""cms"": null}, {""text"": ""70%"", ""type"": ""PERCENT"", ""start"": 230, ""end"": 233, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 327, ""end"": 332, ""cms"": null}]"	60
3180	 “That is not a platform we can allow to crumble under our feet,” he said.	[]	60
3181	 Lord Coe also said the issue of school sport should be dealt with in a “grown-up” way with “a more consensual cross-party approach”, and that it was “frustrating” that this was not already the case.	"[{""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 6, ""end"": 9, ""cms"": null}]"	60
3182	 He suggested that the enthusiasm of the thousands of “Games Maker” volunteers who helped make the Olympics such a success could be utilised by sending them into school clubs and voluntary organisations.	"[{""text"": ""thousands"", ""type"": ""CARDINAL"", ""start"": 41, ""end"": 50, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 99, ""end"": 107, ""cms"": null}]"	60
3183	A spiral, grassy mound echoes the ancient history of a green and pleasant land.	[]	128
3184	Figures in white dot a pastoral landscape under fluffy white clouds.	[]	128
3185	 It sounds like the first scene of Danny Boyle’s Olympic opening ceremony – but in fact they are ideas submitted for a London 2012 art competition, several years before Boyle’s £27 million “Isles of Wonder” show was hailed as a masterpiece.	"[{""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 20, ""end"": 25, ""cms"": null}, {""text"": ""Danny Boyle\u2019s"", ""type"": ""PERSON"", ""start"": 35, ""end"": 48, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 49, ""end"": 56, ""cms"": null}, {""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 119, ""end"": 130, ""cms"": null}, {""text"": ""several years"", ""type"": ""DATE"", ""start"": 148, ""end"": 161, ""cms"": null}, {""text"": ""Boyle"", ""type"": ""PERSON"", ""start"": 169, ""end"": 174, ""cms"": null}, {""text"": ""\u00a327 million"", ""type"": ""MONEY"", ""start"": 177, ""end"": 188, ""cms"": null}, {""text"": ""Isles of Wonder"", ""type"": ""WORK_OF_ART"", ""start"": 190, ""end"": 205, ""cms"": null}]"	128
3186	 Lee Merrill Sendall, the artist who entered the contest, is seeking legal advice after claiming that the team behind the opening ceremony in July copied his proposal.  He submitted his design for Large Spiral Mound in 2009 to the Artists Taking the Lead competition – a joint initiative by Locog, the organisers of the Games, and Arts Council England (ACE) to fund 12 regional projects where artists could create an Olympic legacy.	"[{""text"": ""Lee Merrill Sendall"", ""type"": ""PERSON"", ""start"": 1, ""end"": 20, ""cms"": null}, {""text"": ""July"", ""type"": ""DATE"", ""start"": 142, ""end"": 146, ""cms"": null}, {""text"": ""Large Spiral Mound"", ""type"": ""WORK_OF_ART"", ""start"": 197, ""end"": 215, ""cms"": null}, {""text"": ""2009"", ""type"": ""DATE"", ""start"": 219, ""end"": 223, ""cms"": null}, {""text"": ""Taking the Lead"", ""type"": ""WORK_OF_ART"", ""start"": 239, ""end"": 254, ""cms"": null}, {""text"": ""Locog"", ""type"": ""ORG"", ""start"": 291, ""end"": 296, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 320, ""end"": 325, ""cms"": null}, {""text"": ""Arts Council England"", ""type"": ""ORG"", ""start"": 331, ""end"": 351, ""cms"": null}, {""text"": ""ACE"", ""type"": ""ORG"", ""start"": 353, ""end"": 356, ""cms"": null}, {""text"": ""12"", ""type"": ""CARDINAL"", ""start"": 366, ""end"": 368, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 417, ""end"": 424, ""cms"": null}]"	128
3187	 Mr Sendall, 42, from Hull, was shortlisted for the £500,000 prize for his proposal to build a 200ft spiral Neolithic mound in East Yorkshire, representing the ancient history of the United Kingdom.	"[{""text"": ""Sendall"", ""type"": ""PERSON"", ""start"": 4, ""end"": 11, ""cms"": null}, {""text"": ""42"", ""type"": ""DATE"", ""start"": 13, ""end"": 15, ""cms"": null}, {""text"": ""Hull"", ""type"": ""GPE"", ""start"": 22, ""end"": 26, ""cms"": null}, {""text"": ""500,000"", ""type"": ""MONEY"", ""start"": 53, ""end"": 60, ""cms"": null}, {""text"": ""200ft"", ""type"": ""QUANTITY"", ""start"": 95, ""end"": 100, ""cms"": null}, {""text"": ""East Yorkshire"", ""type"": ""LOC"", ""start"": 127, ""end"": 141, ""cms"": null}, {""text"": ""the United Kingdom"", ""type"": ""GPE"", ""start"": 179, ""end"": 197, ""cms"": null}]"	128
3188	 One of five finalists, in October 2009 he presented his proposal to a panel of judges including officials from Locog and ACE, with illustrations, a slide show and a written brief.	"[{""text"": ""One"", ""type"": ""CARDINAL"", ""start"": 1, ""end"": 4, ""cms"": null}, {""text"": ""five"", ""type"": ""CARDINAL"", ""start"": 8, ""end"": 12, ""cms"": null}, {""text"": ""October 2009"", ""type"": ""DATE"", ""start"": 27, ""end"": 39, ""cms"": null}, {""text"": ""Locog"", ""type"": ""ORG"", ""start"": 112, ""end"": 117, ""cms"": null}, {""text"": ""ACE"", ""type"": ""ORG"", ""start"": 122, ""end"": 125, ""cms"": null}]"	128
3189	He also provided judges with a set of postcards featuring the images.	[]	128
3190	 Mr Sendall said: “When I saw pictures of models presented by Danny Boyle and his team for the opening ceremony, I was stunned at what appeared to be a copy of my proposal.	"[{""text"": ""Sendall"", ""type"": ""PERSON"", ""start"": 4, ""end"": 11, ""cms"": null}, {""text"": ""Danny Boyle"", ""type"": ""PERSON"", ""start"": 62, ""end"": 73, ""cms"": null}]"	128
3191	 “On the night of the opening ceremony, I received messages from relatives and friends asking if Danny Boyle had permission to use my idea.	"[{""text"": ""the night"", ""type"": ""TIME"", ""start"": 5, ""end"": 14, ""cms"": null}, {""text"": ""Danny Boyle"", ""type"": ""PERSON"", ""start"": 97, ""end"": 108, ""cms"": null}]"	128
3192	 	[]	128
3193	“Too many of my concepts and visuals appeared in the ceremony to be shrugged off as coincidence.	[]	128
3194	I would have liked to have been asked if my ideas could be used and I would like proper credit for the project which I put a lot of work into.”  Boyle, 56, called his opening scene “Green and Pleasant”.	"[{""text"": ""Boyle"", ""type"": ""PERSON"", ""start"": 145, ""end"": 150, ""cms"": null}, {""text"": ""56"", ""type"": ""DATE"", ""start"": 152, ""end"": 154, ""cms"": null}, {""text"": ""Green and Pleasant"", ""type"": ""WORK_OF_ART"", ""start"": 182, ""end"": 200, ""cms"": null}]"	128
3195	He presented a model of the idea in June, featuring a spiral mound which he said was based on Glastonbury Tor in Somerset, surrounded by a lake, a farmhouse, and fluffy white clouds suspended from wires, all of which appeared in Mr Sendall’s original competition entry.	"[{""text"": ""June"", ""type"": ""DATE"", ""start"": 36, ""end"": 40, ""cms"": null}, {""text"": ""Glastonbury Tor"", ""type"": ""LOC"", ""start"": 94, ""end"": 109, ""cms"": null}, {""text"": ""Somerset"", ""type"": ""GPE"", ""start"": 113, ""end"": 121, ""cms"": null}, {""text"": ""Sendall"", ""type"": ""PERSON"", ""start"": 232, ""end"": 239, ""cms"": null}]"	128
3196	 Images for Large Spiral Mound, which ACE included on its website during the competition process, also featured a man with an Olympic torch ascending the mound, which was enacted during the opening ceremony.	"[{""text"": ""Large Spiral Mound"", ""type"": ""LOC"", ""start"": 12, ""end"": 30, ""cms"": null}, {""text"": ""ACE"", ""type"": ""ORG"", ""start"": 38, ""end"": 41, ""cms"": null}]"	128
3197	 The artist wrote a blog about his proposal, entitled “Through the ages”, with accompanying images of how his mound would develop over several centuries.	"[{""text"": ""Through the ages"", ""type"": ""WORK_OF_ART"", ""start"": 55, ""end"": 71, ""cms"": null}, {""text"": ""several centuries"", ""type"": ""DATE"", ""start"": 135, ""end"": 152, ""cms"": null}]"	128
3198	 Boyle’s opening ceremony portrayed Britain through the centuries, using scenes depicting the Industrial Revolution and music from the Sixties through to the present day.	"[{""text"": ""Boyle"", ""type"": ""PERSON"", ""start"": 1, ""end"": 6, ""cms"": null}, {""text"": ""Britain"", ""type"": ""GPE"", ""start"": 36, ""end"": 43, ""cms"": null}, {""text"": ""the Industrial Revolution"", ""type"": ""EVENT"", ""start"": 90, ""end"": 115, ""cms"": null}, {""text"": ""the Sixties"", ""type"": ""DATE"", ""start"": 131, ""end"": 142, ""cms"": null}]"	128
3199	 A Locog spokesman said: “Danny Boyle was not involved in the Artists Taking the Lead programme and would not have seen any of the submissions.	"[{""text"": ""Locog"", ""type"": ""ORG"", ""start"": 3, ""end"": 8, ""cms"": null}, {""text"": ""Danny Boyle"", ""type"": ""PERSON"", ""start"": 26, ""end"": 37, ""cms"": null}, {""text"": ""Artists Taking the Lead"", ""type"": ""WORK_OF_ART"", ""start"": 62, ""end"": 85, ""cms"": null}]"	128
3200	 “Danny’s vision for the opening set for the Olympic Games opening ceremony was inspired by the very well known Glastonbury Tor landmark and British history.”	"[{""text"": ""Danny"", ""type"": ""PERSON"", ""start"": 2, ""end"": 7, ""cms"": null}, {""text"": ""Olympic Games"", ""type"": ""EVENT"", ""start"": 45, ""end"": 58, ""cms"": null}, {""text"": ""Glastonbury Tor"", ""type"": ""FAC"", ""start"": 112, ""end"": 127, ""cms"": null}, {""text"": ""British"", ""type"": ""NORP"", ""start"": 141, ""end"": 148, ""cms"": null}]"	128
3201	" Locog also told The Art Newspaper: ""The vision was Danny Boyle's and his only.""  A spokesman for ACE said: “In order to apply for Artists Taking the Lead, all applicants were asked to submit their idea to an open website."	"[{""text"": ""Locog"", ""type"": ""PERSON"", ""start"": 1, ""end"": 6, ""cms"": null}, {""text"": ""The Art Newspaper"", ""type"": ""ORG"", ""start"": 17, ""end"": 34, ""cms"": null}, {""text"": ""Danny Boyle's"", ""type"": ""PERSON"", ""start"": 52, ""end"": 65, ""cms"": null}, {""text"": ""ACE"", ""type"": ""ORG"", ""start"": 98, ""end"": 101, ""cms"": null}, {""text"": ""Artists Taking the Lead"", ""type"": ""ORG"", ""start"": 131, ""end"": 154, ""cms"": null}]"	128
3202	It was clear to artists by its nature that their ideas were open to comment and review by anyone.”	[]	128
3203	 Sean Egan, the head of arts and media at the law firm Bates Wells & Braithwaite London LLP, said: “If it is the case that the creators of the opening ceremony were aware of the image, then the similarity is so striking that we would expect Lee to have a good case for copyright infringement.”	"[{""text"": ""Sean Egan"", ""type"": ""PERSON"", ""start"": 1, ""end"": 10, ""cms"": null}, {""text"": ""Bates Wells & Braithwaite London LLP"", ""type"": ""ORG"", ""start"": 55, ""end"": 91, ""cms"": null}, {""text"": ""Lee"", ""type"": ""PERSON"", ""start"": 241, ""end"": 244, ""cms"": null}]"	128
3204	The Olympic legacy suffered a blow after research suggested that more than half of children fail to get at least two hours of physical education every week.	"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 4, ""end"": 11, ""cms"": null}, {""text"": ""more than half"", ""type"": ""CARDINAL"", ""start"": 65, ""end"": 79, ""cms"": null}, {""text"": ""at least two hours"", ""type"": ""TIME"", ""start"": 104, ""end"": 122, ""cms"": null}, {""text"": ""every week"", ""type"": ""DATE"", ""start"": 145, ""end"": 155, ""cms"": null}]"	65
3205	 Just 100 days after the closing ceremony of the London Games, it emerged that about 54 per cent of parents fear that their children are struggling to get access to enough sport at school.	"[{""text"": ""Just 100 days"", ""type"": ""DATE"", ""start"": 1, ""end"": 14, ""cms"": null}, {""text"": ""the London Games"", ""type"": ""EVENT"", ""start"": 45, ""end"": 61, ""cms"": null}, {""text"": ""about 54 per cent"", ""type"": ""PERCENT"", ""start"": 79, ""end"": 96, ""cms"": null}]"	65
3206	 The majority of schools are cutting back on sport and about one in seven teenagers fails to get any PE at all in their final year of school, it found.	"[{""text"": ""about one"", ""type"": ""CARDINAL"", ""start"": 55, ""end"": 64, ""cms"": null}, {""text"": ""seven"", ""type"": ""CARDINAL"", ""start"": 68, ""end"": 73, ""cms"": null}, {""text"": ""their final year"", ""type"": ""DATE"", ""start"": 114, ""end"": 130, ""cms"": null}]"	65
3207	 Chance to Shine, a sporting charity, surveyed more than 1,000 parents and found 15 per cent believed their children did more sport outside of school.	"[{""text"": ""Chance to Shine"", ""type"": ""ORG"", ""start"": 1, ""end"": 16, ""cms"": null}, {""text"": ""more than 1,000"", ""type"": ""CARDINAL"", ""start"": 47, ""end"": 62, ""cms"": null}, {""text"": ""15 per cent"", ""type"": ""PERCENT"", ""start"": 81, ""end"": 92, ""cms"": null}]"	65
3208	 	[]	65
3209	Eight in 10 parents said the amount of games lessons had either stayed the same as before the Olympics or decreased.	"[{""text"": ""Eight"", ""type"": ""CARDINAL"", ""start"": 0, ""end"": 5, ""cms"": null}, {""text"": ""10"", ""type"": ""CARDINAL"", ""start"": 9, ""end"": 11, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 94, ""end"": 102, ""cms"": null}]"	65
3210	Three per cent of those asked said their children did no sport at all.	"[{""text"": ""Three per cent"", ""type"": ""PERCENT"", ""start"": 0, ""end"": 14, ""cms"": null}]"	65
3211	" Wasim Khan, chief executive of Chance to Shine, said: ""Parents are saying that many of their children were inspired by the Games to play more or to try a new sport."	"[{""text"": ""Wasim Khan"", ""type"": ""PERSON"", ""start"": 1, ""end"": 11, ""cms"": null}, {""text"": ""Chance to Shine"", ""type"": ""ORG"", ""start"": 32, ""end"": 47, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 124, ""end"": 129, ""cms"": null}]"	65
3212	"We owe it to those children to ensure we have the right infrastructure to make it a reality.""  The Department for Education insisted that it was placing competitive sport at the centre of its school reforms."	"[{""text"": ""The Department for Education"", ""type"": ""ORG"", ""start"": 95, ""end"": 123, ""cms"": null}]"	65
3213	Last Thursday, Canary Wharf's Wintergarden hosted the London Means Business Dinner.	"[{""text"": ""Last Thursday"", ""type"": ""DATE"", ""start"": 0, ""end"": 13, ""cms"": null}, {""text"": ""Canary Wharf's"", ""type"": ""FAC"", ""start"": 15, ""end"": 29, ""cms"": null}, {""text"": ""Wintergarden"", ""type"": ""ORG"", ""start"": 30, ""end"": 42, ""cms"": null}, {""text"": ""the London Means Business Dinner"", ""type"": ""EVENT"", ""start"": 50, ""end"": 82, ""cms"": null}]"	127
3214	It highlighted the beginning of London moving from an Olympic City to a Legacy City as well as hosting the inaugural annual platform for Mayor Boris Johnson to announce his economic policy for the year ahead.	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 32, ""end"": 38, ""cms"": null}, {""text"": ""annual"", ""type"": ""DATE"", ""start"": 117, ""end"": 123, ""cms"": null}, {""text"": ""Boris Johnson"", ""type"": ""PERSON"", ""start"": 143, ""end"": 156, ""cms"": null}, {""text"": ""the year ahead"", ""type"": ""DATE"", ""start"": 193, ""end"": 207, ""cms"": null}]"	127
3215	 I spoke at the dinner - a true career highlight.	[]	127
3216	Monies raised were directed to the Legacy List - a charity founded by The Mayor and The London Legacy Development Corporation - of which Sarah Weir OBE is CEO.	"[{""text"": ""the Legacy List"", ""type"": ""ORG"", ""start"": 31, ""end"": 46, ""cms"": null}, {""text"": ""The London Legacy Development Corporation"", ""type"": ""ORG"", ""start"": 84, ""end"": 125, ""cms"": null}, {""text"": ""Sarah Weir OBE"", ""type"": ""PERSON"", ""start"": 137, ""end"": 151, ""cms"": null}]"	127
3217	 	[]	127
3218	Sarah's path to her current role has been colourful.	"[{""text"": ""Sarah"", ""type"": ""PERSON"", ""start"": 0, ""end"": 5, ""cms"": null}]"	127
3219	"She told me how she ""slid into school at the usual age, slid out again at 16 the minute I could - uninspired, pretty much unnoticed, certainly uneducated"".  She worked in a hairdressers on Saturdays, which she hated, then a boys' prep school darning socks and reading bedtime stories."	"[{""text"": ""16"", ""type"": ""DATE"", ""start"": 74, ""end"": 76, ""cms"": null}, {""text"": ""Saturdays"", ""type"": ""DATE"", ""start"": 189, ""end"": 198, ""cms"": null}]"	127
3220	The jobs enabled her to buy her first car and then a cheap airline ticket to the US where she spent a year doing everything from teaching Scottish dancing in Baltimore to selling orange juice to tourists in Florida.	"[{""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 32, ""end"": 37, ""cms"": null}, {""text"": ""US"", ""type"": ""GPE"", ""start"": 81, ""end"": 83, ""cms"": null}, {""text"": ""a year"", ""type"": ""DATE"", ""start"": 100, ""end"": 106, ""cms"": null}, {""text"": ""Scottish"", ""type"": ""NORP"", ""start"": 138, ""end"": 146, ""cms"": null}, {""text"": ""Baltimore"", ""type"": ""GPE"", ""start"": 158, ""end"": 167, ""cms"": null}, {""text"": ""Florida"", ""type"": ""GPE"", ""start"": 207, ""end"": 214, ""cms"": null}]"	127
3221	 	[]	127
3222	After nannying, she fell into the City as a gopher in a Lloyd's insurance broking firm: Opening the post, making tea, cleaning the coffee machine and running errands.	"[{""text"": ""City"", ""type"": ""GPE"", ""start"": 34, ""end"": 38, ""cms"": null}, {""text"": ""Lloyd's"", ""type"": ""ORG"", ""start"": 56, ""end"": 63, ""cms"": null}]"	127
3223	She made her way up, broking deals in the Lloyd's market.	"[{""text"": ""Lloyd's"", ""type"": ""ORG"", ""start"": 42, ""end"": 49, ""cms"": null}]"	127
3224	After 15 years she became their first female MD.	"[{""text"": ""15 years"", ""type"": ""DATE"", ""start"": 6, ""end"": 14, ""cms"": null}, {""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 32, ""end"": 37, ""cms"": null}]"	127
3225	 	[]	127
3226	Having got there, she realised it wasn't what she wanted to do, however.	[]	127
3227	Seeking advice, it became clear that she was strongly arts rather than the City oriented.	[]	127
3228	She applied to Birkbeck University and started a part-time course in History of Art.	"[{""text"": ""Birkbeck University"", ""type"": ""ORG"", ""start"": 15, ""end"": 34, ""cms"": null}, {""text"": ""History of Art"", ""type"": ""ORG"", ""start"": 69, ""end"": 83, ""cms"": null}]"	127
3229	She was MD by day - university student by night.	[]	127
3230	It was hard work, she says, but recalls collecting her BA after a 'four year slog' as one of her proudest moments.	"[{""text"": ""BA"", ""type"": ""WORK_OF_ART"", ""start"": 55, ""end"": 57, ""cms"": null}, {""text"": ""four year"", ""type"": ""DATE"", ""start"": 67, ""end"": 76, ""cms"": null}]"	127
3231	 	[]	127
